118	gangsta	hip-hop	0
63	paste.magazine	alternative	0
70	electronica	electronic	0.769975387769253006
143	footwork	electronic	0.454587328365794852
61	leftfield	electronic	0
342	percussion	specialty	0
351	africa	specialty	0
360	dance.punk	alternative	0
310	progressive.metal	rock	0.636748491489126378
309	psychedelic.sludge	rock	0
308	pbthal	rock	0
285	garage.rock	alternative	0.570206057242635733
343	exotica	specialty	0.451668763921432459
388	montreal	alternative	0
340	calypso	specialty	0.365616691952011019
325	pop.rap	hip-hop	0
410	surf.rock	alternative	0
407	cool.jazz	specialty	0
406	japanese	specialty	0
538	djent	rock	0
551	neoclassical	specialty	0
518	crust	rock	0.315078995458093813
484	bristol.sound	electronic	0
486	mathcore	rock	0
473	jam	rock	0
532	technical.death.metal	rock	0
430	industrial.metal	rock	0
497	baltimore	alternative	0
463	ballad	alternative	0
465	new.zealand	alternative	0
485	metalcore	rock	0.772192280682003296
492	norwegian	alternative	0
438	calgary	alternative	0
494	future	electronic	0
451	romanian	specialty	0
422	tango	specialty	0
468	bassline	electronic	0
505	finland	rock	0
420	latin.pop	specialty	0
457	thrash.metal	rock	0.706901338325262585
459	illinois	alternative	0
460	futurepop	alternative	0
421	portugal	specialty	0
507	trap.rap	hip-hop	0
495	ghettotech	electronic	0
542	klezmer	specialty	0
499	ballads	specialty	0
489	chaotic.hardcore	rock	0
515	post.grunge	rock	0
449	folk.pop	alternative	0
470	tru.thoughts	specialty	0
450	rock.and.roll	rock	0
428	eurodance	electronic	0
472	jazz.hip.hop	hip-hop	0
517	doom.metal	rock	0.605094017884041491
530	speed.metal	rock	0
701	deathrock	alternative	0
700	drone.metal	specialty	0
755	uplifting	electronic	0
736	suite	specialty	0
729	string.quartet	specialty	0
789	ambient.black.metal	rock	0
790	concept	electronic	0
747	19th.century	specialty	0
702	drone.doom	specialty	0
658	adult.alternative	alternative	0
660	swamp.rock	rock	0
156	chopped.n.screwed	hip-hop	0
226	smooth.jazz	specialty	0
174	blues.rock	rock	0
242	retrowave	electronic	0
243	french.touch	electronic	0
41	future.garage	electronic	0.47013178489904206
197	clubhouse	electronic	0.469453710424269255
189	st.louis	alternative	0
101	classic.rock	rock	0.889203373093923943
276	atmospheric	specialty	0
207	french.house	electronic	0
1	electronic	electronic	0.659458887231919255
221	norway	rock	0.579811167204709932
88	minimal	specialty	0.666835020327937511
161	progressive.rock	rock	0.754612917068931077
178	g.funk	hip-hop	0
130	moombahton	electronic	0.640442070404645292
180	new.orleans	specialty	0.572635700078018783
244	video.game	electronic	0
233	korean	alternative	0
200	electropop	electronic	0
257	broken.beats	electronic	0
196	freestyle	specialty	0
273	pop.funk	rock	0.587425149700598892
204	synth.funk	electronic	0
205	synthpop	alternative	0
249	psychedelic.ambient	electronic	0
206	smooth.soul	specialty	0
235	vaporwave	electronic	0
152	detroit	hip-hop	0
209	deep.techno	electronic	0
239	chiptune	electronic	0
175	highlife	specialty	0
213	microhouse	electronic	0
214	dreamy	electronic	0
261	big.band	specialty	0
238	chicago.house	electronic	0
227	bossa.nova	specialty	0.627992631747929186
264	k7	electronic	0
248	psybient	electronic	0.504114124691792842
168	radio.nova	electronic	0.31740665422401948
806	cosmic.disco	specialty	0
807	avantgarde.metal	rock	0
704	dark.metal	rock	0
524	death.metal	rock	0.66196894389345462
703	folk.metal	rock	0
815	arabic	specialty	0
816	orchestral.works	specialty	0
809	nwobhm	rock	0
770	glam.metal	rock	0
817	piano.concerto	specialty	0
813	rocksteady	alternative	0
649	baroque.pop	alternative	0
818	progressive.metalcore	rock	0
819	modern.worship	rock	0
820	washington.dc	alternative	0
823	film.score	specialty	0
824	melodic.hardcore.punk	alternative	0
825	skate.punk	alternative	0
826	melodic.punk	alternative	0
827	slovenian	rock	0
828	rhythmic.soul	specialty	0
829	british.invasion	rock	0
830	rare.groove	specialty	0
831	jazz.pop	specialty	0
832	quiet.storm	specialty	0
833	falsetto	alternative	0
834	college.rock	alternative	0
835	concerto	specialty	0
836	latin.rock	rock	0
837	delta.blues	specialty	0
838	slide.guitar	specialty	0
839	quartet	specialty	0
840	marseille	hip-hop	0
841	funk.rock	rock	0
842	ethiopian	specialty	0
843	hebrew	rock	0
844	flamenco	specialty	0
845	tex.mex	specialty	0
846	aor	rock	0
847	soul.pop.jazz	specialty	0
848	alternative.pop	alternative	0
849	hyphy	hip-hop	0
850	morocco	specialty	0
\.


